user_id,trade_id,timestamp,instrument,action,quantity,price,pnl
U1001,ee8817f8,2025-07-06 17:41:47.087754,TCS.BO,Sell,10,3417.85,3837.74
U1001,2d67e762,2025-07-13 01:38:48.575264,TCS.BO,Buy,25,3483.53,1758.64
U1001,91e5b116,2025-07-12 15:46:34.768845,RELIANCE.BO,Buy,25,1433.65,4607.13
U1001,fd779806,2025-07-05 10:41:50.723516,INFY.BO,Buy,25,1574.4,3778.95
U1001,f708b9d8,2025-07-01 21:52:51.043616,RELIANCE.BO,Buy,25,1484.9,-4376.93
U1001,26df57ca,2025-07-18 12:35:42.265686,TCS.BO,Sell,25,3208.5,-380.51
U1002,0e8d5778,2025-06-27 23:31:33.238755,RELIANCE.BO,Buy,10,1412.8,-4698.42
U1002,a0640e6a,2025-07-12 21:55:58.356200,RELIANCE.BO,Buy,50,1438.55,2678.86
U1002,f3c4705c,2025-07-01 03:09:19.101117,RELIANCE.BO,Sell,50,1518.25,47.47
U1002,d54c2c5b,2025-07-09 18:41:16.046407,ITC.BO,Sell,100,412.9,-3024.48
U1002,09fee28e,2025-06-27 18:56:19.604370,TCS.BO,Sell,10,3440.53,2618.28
U1002,dcb882fd,2025-07-04 15:24:23.536041,SBIN.BO,Sell,10,808.0,-1566.78
U1002,1bb547f8,2025-07-01 05:45:55.713915,ITC.BO,Sell,25,412.55,-1214.9
U1002,f6c3f8ee,2025-07-18 03:32:49.382244,ITC.BO,Sell,100,416.35,-4466.74
U1002,4225ad05,2025-07-13 11:25:31.015161,SBIN.BO,Sell,25,823.3,1506.07
U1002,cd79b882,2025-07-21 06:26:50.238920,ITC.BO,Sell,100,418.45,927.22
U1002,f043f9ad,2025-07-07 09:11:34.619070,RELIANCE.BO,Buy,50,1484.6,-1544.72
U1003,a819fffe,2025-07-10 06:23:52.784494,ITC.BO,Buy,10,413.9,-978.59
U1003,5432861b,2025-07-11 23:54:11.103524,RELIANCE.BO,Sell,100,1433.65,-909.46
U1003,1db7378a,2025-07-23 12:37:31.525424,RELIANCE.BO,Buy,50,1516.05,-4406.27
U1003,ec8d54b9,2025-06-28 13:24:01.777250,ITC.BO,Sell,25,412.55,-1255.8
U1003,b9c65158,2025-07-09 08:01:37.541829,RELIANCE.BO,Buy,10,1485.75,1374.41
U1003,60b9f4ce,2025-06-26 05:06:18.721403,ITC.BO,Buy,10,416.5,79.26
U1003,4b59c329,2025-06-29 18:02:38.168518,INFY.BO,Sell,10,1582.7,12.97
U1003,0aa72a2a,2025-07-20 16:07:15.269487,TCS.BO,Sell,100,3370.86,-4482.81
U1003,3ca582c9,2025-07-05 01:48:39.312845,SBIN.BO,Sell,10,828.6,2793.25
U1003,74a76dcf,2025-07-06 14:19:48.134664,SBIN.BO,Buy,50,808.5,4618.87
U1003,085b17ae,2025-07-09 03:54:47.700569,INFY.BO,Sell,100,1584.8,3366.47
U1003,98853277,2025-06-26 22:36:11.718902,TCS.BO,Sell,10,3440.53,299.06
U1003,7b3f6652,2025-07-13 21:35:57.273095,RELIANCE.BO,Buy,100,1538.8,3150.18
U1003,aa923d09,2025-07-24 03:23:17.090660,TCS.BO,Buy,25,3378.74,-600.33
U1003,eb32b373,2025-07-21 23:49:16.292454,TCS.BO,Sell,10,3435.44,3690.35
U1004,d92c92ec,2025-07-09 16:08:32.715644,TCS.BO,Sell,50,3378.74,-4905.72
U1004,6c32e741,2025-07-06 00:54:42.783097,INFY.BO,Sell,25,1621.85,3536.54
U1004,698b63a2,2025-07-09 05:52:00.044008,RELIANCE.BO,Sell,25,1438.55,3513.83
U1004,b1ab1497,2025-07-24 08:38:03.678991,INFY.BO,Buy,50,1570.1,2577.79
U1004,972cda76,2025-07-12 04:16:59.580551,TCS.BO,Buy,10,3411.77,-1202.31
U1004,c280d727,2025-07-12 15:50:33.890185,SBIN.BO,Buy,10,797.0,-1775.44
U1004,755556d4,2025-07-02 15:03:04.717388,ITC.BO,Sell,10,410.0,304.32
U1004,82b42f68,2025-07-06 15:13:25.309896,INFY.BO,Buy,10,1594.9,-2105.75
U1004,b5bdb183,2025-06-25 00:54:31.482987,RELIANCE.BO,Sell,50,1429.85,4094.16
U1004,5325cc3f,2025-06-28 12:50:09.298970,INFY.BO,Sell,100,1615.5,2280.07
U1005,bf0695aa,2025-07-03 04:14:18.478102,RELIANCE.BO,Buy,25,1494.85,287.46
U1005,3d81b7e0,2025-07-05 02:25:20.585217,INFY.BO,Sell,50,1633.9,-4225.93
U1005,f759e671,2025-07-07 07:58:08.158076,INFY.BO,Buy,100,1615.0,4.29
U1005,8f0d3427,2025-06-28 06:49:21.019142,SBIN.BO,Sell,100,808.0,1195.8
U1005,2559f67c,2025-06-30 18:12:42.591046,RELIANCE.BO,Sell,10,1541.2,-3433.58
U1005,95c87912,2025-07-16 03:43:46.432859,SBIN.BO,Sell,25,828.6,-1229.59
U1005,1d666451,2025-07-08 13:18:29.860649,INFY.BO,Buy,25,1594.9,459.36
U1005,e75f02dc,2025-07-12 15:21:26.936655,INFY.BO,Sell,50,1618.15,3582.17
U1005,318709db,2025-07-06 15:03:10.412249,INFY.BO,Buy,10,1570.1,1065.39
U1005,1543cd50,2025-07-05 23:12:38.827789,INFY.BO,Sell,50,1618.5,-2003.75
U1005,fa028dce,2025-07-01 17:18:29.455764,SBIN.BO,Sell,25,820.75,4124.37
U1005,05d3e39d,2025-06-25 00:49:43.123662,ITC.BO,Buy,100,422.65,4845.44
U1005,84da583f,2025-07-19 20:49:46.103063,SBIN.BO,Buy,100,824.2,308.87
U1005,739956f6,2025-07-04 13:14:52.550098,TCS.BO,Sell,100,3440.53,4478.24
U1005,f23109a5,2025-06-29 01:15:01.338140,INFY.BO,Buy,50,1601.3,-340.76
U1005,64ec1fe7,2025-06-25 16:42:38.391047,TCS.BO,Sell,100,3158.4,-3309.95
U1005,93f286ed,2025-07-02 10:47:20.794157,INFY.BO,Buy,10,1574.4,-2912.67
U1006,0698bbe9,2025-07-13 06:38:00.446377,SBIN.BO,Sell,25,791.75,2628.4
U1006,e9057a3b,2025-07-18 02:51:28.097601,RELIANCE.BO,Sell,10,1429.85,2854.85
U1006,9586898d,2025-06-24 17:56:24.725987,RELIANCE.BO,Buy,100,1500.65,4187.11
U1006,2f2ae2f8,2025-06-29 03:29:24.680072,INFY.BO,Buy,25,1608.15,293.05
U1006,96439304,2025-07-18 05:57:25.842085,RELIANCE.BO,Buy,25,1528.3,2393.66
U1006,fbf3c3fb,2025-06-25 16:04:03.698628,RELIANCE.BO,Buy,10,1518.95,-550.32
U1006,95b29559,2025-07-09 21:24:13.798919,SBIN.BO,Buy,50,796.0,1843.24
U1006,f5e33792,2025-07-22 18:26:04.567105,SBIN.BO,Buy,10,784.7,4244.54
U1006,ad1e8a72,2025-07-01 05:09:42.311466,ITC.BO,Sell,100,416.0,4084.25
U1006,139d2a49,2025-07-12 12:17:41.184994,ITC.BO,Sell,50,414.6,4938.2
U1006,ceceea7d,2025-07-21 08:13:05.430154,INFY.BO,Sell,50,1586.55,-2085.07
U1006,b1e0cb82,2025-07-23 17:10:14.643232,INFY.BO,Sell,10,1582.7,392.03
U1006,8e138450,2025-07-24 04:05:23.815131,RELIANCE.BO,Buy,25,1428.2,4450.53
U1006,ad081ceb,2025-07-16 16:36:16.084390,INFY.BO,Buy,10,1615.0,1295.81
U1007,657bfd6b,2025-07-24 15:31:40.662312,SBIN.BO,Sell,100,807.1,3996.75
U1007,26b66b93,2025-07-19 11:49:45.368053,RELIANCE.BO,Buy,25,1518.95,-3240.83
U1007,bb918a19,2025-07-13 20:00:27.590739,RELIANCE.BO,Sell,100,1428.2,1201.5
U1007,171ac996,2025-07-20 11:35:00.521564,RELIANCE.BO,Sell,50,1429.85,-3816.13
U1007,f93a1791,2025-07-17 19:55:24.294173,RELIANCE.BO,Sell,100,1431.3,-4606.46
U1007,1977bb30,2025-07-05 08:48:19.427112,TCS.BO,Sell,100,3412.67,-2993.54
U1007,06f549cc,2025-07-24 09:13:28.418104,RELIANCE.BO,Buy,25,1412.8,-2239.87
U1007,117f5f8c,2025-07-06 08:29:26.395407,RELIANCE.BO,Sell,10,1518.25,3692.87
U1007,9f7cfb8f,2025-07-17 17:12:53.073210,INFY.BO,Sell,10,1553.55,3886.89
U1007,7c069e27,2025-07-02 18:02:34.990328,INFY.BO,Sell,10,1570.45,1986.9
U1007,38d2f8a0,2025-07-01 06:43:50.389344,RELIANCE.BO,Sell,50,1477.1,128.8
U1007,a8f7822a,2025-07-11 21:28:55.642955,RELIANCE.BO,Sell,25,1519.05,157.5
U1008,e0ba95b7,2025-07-22 18:59:20.952958,RELIANCE.BO,Sell,10,1424.5,3809.06
U1008,98737079,2025-07-07 18:25:29.505833,INFY.BO,Buy,10,1574.4,3641.23
U1008,c06fa68f,2025-07-20 01:41:43.933609,ITC.BO,Buy,10,414.6,-4068.57
U1008,677b40e2,2025-07-23 07:17:22.982843,RELIANCE.BO,Sell,10,1527.4,4407.93
U1008,79a4041d,2025-06-25 15:40:25.620883,INFY.BO,Buy,100,1594.9,2640.19
U1008,3eb58b6c,2025-07-16 05:11:29.712115,TCS.BO,Sell,100,3422.74,-3604.44
U1008,c25df4bd,2025-07-01 05:05:31.774426,SBIN.BO,Sell,100,815.85,-4533.47
U1008,94edb36a,2025-07-15 23:23:06.780728,INFY.BO,Buy,25,1601.3,-659.47
U1008,4bcb17d8,2025-07-06 12:56:42.667139,INFY.BO,Sell,25,1582.7,4127.66
U1008,bbdde4a1,2025-07-05 07:13:31.420791,ITC.BO,Buy,100,415.8,-367.91
U1008,fcd5f28d,2025-06-29 21:15:31.076567,TCS.BO,Buy,50,3431.51,3156.01
U1009,72dfbe94,2025-07-16 08:14:01.958780,TCS.BO,Buy,100,3372.91,-4539.88
U1009,df839051,2025-07-14 23:37:54.971645,TCS.BO,Sell,100,3381.92,4638.32
U1009,caad47c2,2025-07-14 00:15:19.264179,TCS.BO,Sell,10,3449.35,4953.2
U1009,dfdf96c5,2025-07-01 05:27:39.839781,INFY.BO,Sell,50,1616.75,621.18
U1009,4e5bc48f,2025-07-24 12:26:07.155154,TCS.BO,Buy,100,3232.45,-4813.4
U1009,3acfa10c,2025-06-27 06:44:09.300572,RELIANCE.BO,Sell,100,1456.35,2128.95
U1009,f139aaff,2025-07-18 09:42:15.508198,ITC.BO,Buy,10,424.45,-2651.3
U1009,8d843a8a,2025-06-28 10:03:08.427818,RELIANCE.BO,Buy,50,1500.65,1374.37
U1009,34b5367b,2025-07-01 03:27:57.506359,INFY.BO,Buy,25,1601.55,-3979.95
U1009,99102192,2025-07-01 16:22:57.169711,ITC.BO,Sell,10,415.2,-1437.55
U1009,4d86ce5d,2025-07-02 07:31:09.804681,TCS.BO,Sell,100,3422.74,-1041.24
U1009,befcbaa7,2025-07-08 03:43:57.291076,ITC.BO,Buy,100,417.05,-453.5
U1009,b111a223,2025-07-23 00:55:44.769798,TCS.BO,Sell,100,3179.35,-1053.88
U1009,488ff652,2025-07-20 00:42:35.715814,ITC.BO,Sell,50,414.25,2571.97
U1009,3b0482b0,2025-07-20 13:18:41.202209,TCS.BO,Buy,100,3483.53,3686.36
U1009,09469fed,2025-07-05 00:59:23.266370,TCS.BO,Buy,100,3208.5,4377.66
U1010,63f77e18,2025-07-22 18:15:25.533748,SBIN.BO,Buy,100,820.35,-1762.11
U1010,24f9e73f,2025-07-14 02:18:22.217680,TCS.BO,Buy,10,3381.92,-2059.86
U1010,579fc55d,2025-06-29 08:42:51.950591,ITC.BO,Sell,10,413.55,-559.08
U1010,5070b091,2025-07-23 14:15:52.690514,RELIANCE.BO,Buy,10,1484.9,4506.68
U1010,090b9e07,2025-07-22 13:59:07.124427,INFY.BO,Sell,10,1601.3,-1556.77
U1010,083ebeb7,2025-07-18 20:54:56.448500,SBIN.BO,Buy,50,813.2,-2189.58
U1010,f6bb653f,2025-07-16 01:29:47.270189,TCS.BO,Sell,10,3232.45,9.09
U1010,5ef000d9,2025-07-14 10:57:31.658706,SBIN.BO,Buy,10,807.1,-2362.52
U1010,4dc2a960,2025-07-24 09:07:37.327192,RELIANCE.BO,Buy,10,1518.95,2738.76
U1010,d5596d55,2025-07-02 15:59:15.424518,ITC.BO,Sell,50,413.55,194.79
U1010,95242b1e,2025-07-13 14:56:46.775671,TCS.BO,Buy,10,3241.8,4308.31
U1010,d816388e,2025-07-20 23:36:42.588994,INFY.BO,Sell,50,1570.45,-2717.54
U1010,78bc8e01,2025-06-28 03:09:47.705499,INFY.BO,Sell,50,1618.15,-115.62
U1010,1547a7cc,2025-07-06 12:12:45.662521,TCS.BO,Sell,100,3158.4,751.94
U1010,802accf4,2025-07-11 20:37:24.595519,INFY.BO,Sell,25,1570.1,-3321.44
U1011,4b6653be,2025-07-12 18:25:05.548573,TCS.BO,Buy,50,3434.0,4416.98
U1011,30ca4e09,2025-07-03 10:10:12.686796,ITC.BO,Buy,100,416.5,-3713.44
U1011,81ae03a7,2025-07-21 13:55:22.679321,TCS.BO,Sell,10,3372.91,-883.34
U1011,45a74589,2025-07-04 06:06:39.247406,SBIN.BO,Sell,10,810.85,4166.45
U1011,06807520,2025-06-28 03:30:26.874177,SBIN.BO,Buy,25,805.4,-4616.37
U1011,1a7b2313,2025-06-25 01:57:56.735622,TCS.BO,Sell,10,3412.67,-4242.11
U1011,7b58dfdb,2025-06-26 02:38:46.936695,INFY.BO,Sell,100,1621.85,-2453.73
U1011,e54e79bb,2025-06-25 17:52:09.134900,INFY.BO,Buy,25,1584.6,1477.94
U1011,2db84530,2025-07-24 02:36:49.019065,INFY.BO,Sell,100,1640.15,-3985.31
U1011,f69af289,2025-06-30 23:09:22.629441,TCS.BO,Sell,25,3483.53,-1381.81
U1011,be30c379,2025-07-22 02:01:18.278200,INFY.BO,Sell,10,1633.9,-2120.66
U1011,0335064c,2025-06-30 09:57:56.846883,INFY.BO,Sell,25,1609.9,-1029.01
U1011,c86ec5db,2025-07-15 17:57:29.562048,ITC.BO,Sell,100,415.8,-4344.32
U1011,24ee1d2a,2025-07-02 06:39:56.870025,ITC.BO,Buy,50,416.9,-4198.3
U1011,112ef90b,2025-07-01 14:32:04.179670,RELIANCE.BO,Sell,100,1527.4,-1742.34
U1011,01a99e28,2025-07-09 04:30:48.871789,RELIANCE.BO,Buy,10,1484.6,4026.41
U1012,0a7cf442,2025-07-09 06:15:09.140302,RELIANCE.BO,Sell,25,1424.5,392.68
U1012,682b27c7,2025-07-14 20:32:09.210539,TCS.BO,Sell,100,3400.41,1324.29
U1012,14265410,2025-07-19 23:03:39.322169,RELIANCE.BO,Sell,25,1429.85,-3278.17
U1012,4f68c49c,2025-07-01 03:07:02.470088,TCS.BO,Buy,10,3372.91,-320.9
U1012,c43ac763,2025-07-09 06:41:26.545871,TCS.BO,Buy,100,3449.35,-4221.74
U1012,e377f366,2025-06-27 18:59:28.955325,INFY.BO,Sell,50,1627.5,2301.69
U1012,6b320344,2025-07-19 00:17:32.112766,RELIANCE.BO,Buy,25,1485.75,-4643.83
U1012,6b878778,2025-06-25 14:34:44.914699,INFY.BO,Buy,25,1594.9,-4344.3
U1012,0332bb07,2025-07-09 17:47:42.020325,INFY.BO,Sell,50,1618.15,3358.53
U1012,0af8c5e4,2025-07-12 22:57:46.479509,SBIN.BO,Buy,100,820.25,-3767.98
U1012,d221f0d5,2025-06-26 15:35:00.476432,INFY.BO,Sell,10,1608.15,2863.33
U1012,2a76efe9,2025-07-06 04:08:14.407553,RELIANCE.BO,Buy,100,1516.05,-953.66
U1012,2affa535,2025-07-14 23:17:59.517644,INFY.BO,Sell,100,1638.65,1052.89
U1012,e13be457,2025-07-13 10:42:49.969130,ITC.BO,Sell,50,414.95,-4516.42
U1013,0a5a49fa,2025-07-08 18:29:29.203191,INFY.BO,Buy,100,1640.2,-2674.21
U1013,e3a2a9a0,2025-06-26 16:22:43.057249,ITC.BO,Buy,25,417.35,2335.66
U1013,a2007bca,2025-07-14 06:24:29.299123,RELIANCE.BO,Buy,10,1477.1,-2843.91
U1013,8331b7a1,2025-07-12 05:01:54.407499,TCS.BO,Buy,10,3430.01,4635.27
U1013,38b80b33,2025-07-23 16:43:02.773374,INFY.BO,Sell,50,1608.6,1883.73
U1013,5d266881,2025-06-27 03:39:25.062454,ITC.BO,Sell,100,420.15,3683.86
U1013,10990d47,2025-07-10 05:15:23.228383,ITC.BO,Buy,100,420.35,4544.64
U1013,44372d03,2025-07-22 23:46:24.657262,RELIANCE.BO,Sell,100,1429.85,3504.45
U1013,770dd278,2025-06-26 20:50:32.289793,INFY.BO,Sell,100,1570.1,3653.7
U1013,ad481413,2025-07-12 21:14:16.117651,INFY.BO,Buy,50,1553.55,2278.82
U1013,845e91fc,2025-07-09 05:09:07.438936,ITC.BO,Buy,25,416.1,1977.1
U1013,eae5fd34,2025-07-22 17:27:17.389858,ITC.BO,Buy,10,418.95,65.46
U1013,35929552,2025-07-07 17:48:17.735082,ITC.BO,Buy,25,417.05,4366.81
U1013,e5fa2eb2,2025-07-11 21:54:43.823005,TCS.BO,Sell,50,3435.44,3338.33
U1013,7526bd50,2025-07-04 13:26:22.212543,SBIN.BO,Buy,10,808.0,-4556.56
U1013,e5961278,2025-07-23 07:49:18.595772,RELIANCE.BO,Sell,10,1427.65,4735.0
U1013,7b3d144b,2025-06-30 09:35:57.644469,TCS.BO,Sell,100,3394.83,3931.61
U1013,fe36e7a1,2025-07-02 17:55:35.666216,TCS.BO,Sell,50,3409.38,-1738.68
U1013,e46d468e,2025-07-14 17:07:59.679819,SBIN.BO,Sell,25,809.3,-4046.82
U1013,ef59dc54,2025-07-15 05:19:45.730246,TCS.BO,Buy,50,3179.35,-4685.3
U1014,b7ab97fa,2025-07-22 22:56:01.306921,SBIN.BO,Buy,25,816.75,-2320.59
U1014,4e64a738,2025-06-26 06:11:06.921566,INFY.BO,Buy,50,1632.8,-226.12
U1014,ff7ba5ad,2025-06-30 17:20:58.595907,ITC.BO,Buy,25,416.0,-4588.6
U1014,e7be2755,2025-07-06 02:55:21.184575,INFY.BO,Buy,100,1570.45,296.87
U1014,42c598b8,2025-06-25 03:29:31.096213,SBIN.BO,Sell,10,831.55,831.36
U1014,a6494779,2025-07-17 15:42:17.658161,INFY.BO,Sell,10,1627.5,-1732.74
U1014,24f27103,2025-07-03 02:15:21.473720,RELIANCE.BO,Buy,10,1516.05,2866.2
U1014,c1590e4c,2025-07-21 00:52:22.451476,TCS.BO,Buy,50,3189.85,2314.76
U1014,467ad887,2025-06-27 22:33:12.669613,TCS.BO,Sell,100,3435.44,2365.03
U1014,eb22548d,2025-07-23 09:43:59.935399,SBIN.BO,Buy,10,796.0,-2295.39
U1014,25a716e0,2025-07-18 21:13:01.238067,ITC.BO,Sell,100,416.1,658.27
U1014,c2090420,2025-07-07 09:43:21.878358,INFY.BO,Buy,100,1621.85,-533.9
U1014,c7bd3b23,2025-07-09 02:32:57.237303,INFY.BO,Sell,25,1618.5,3639.79
U1014,ff35b5fb,2025-07-11 09:36:28.325495,INFY.BO,Buy,100,1640.15,-392.95
U1014,e850d888,2025-07-06 11:43:14.512810,INFY.BO,Buy,100,1615.5,-2373.71
U1014,6a5227eb,2025-07-20 01:09:40.514512,RELIANCE.BO,Buy,10,1438.55,-4045.89
U1015,2c81dcbf,2025-07-20 21:40:59.569273,TCS.BO,Sell,100,3394.83,1054.93
U1015,9221e69a,2025-07-19 09:13:06.014630,TCS.BO,Sell,50,3394.83,188.29
U1015,10745c18,2025-06-27 20:50:56.251783,RELIANCE.BO,Sell,100,1485.75,-150.15
U1015,a1e89922,2025-06-25 01:06:58.148602,RELIANCE.BO,Buy,25,1518.95,-1671.43
U1015,e156d421,2025-06-27 11:28:49.444776,TCS.BO,Buy,25,3378.74,2119.31
U1015,5e1e8484,2025-07-10 05:32:02.090925,INFY.BO,Sell,10,1608.15,522.39
U1015,e38e5ea4,2025-07-14 10:18:16.278824,RELIANCE.BO,Sell,100,1428.2,778.64
U1015,ad93ac17,2025-07-08 22:38:56.049066,INFY.BO,Sell,25,1582.7,4758.56
U1015,9e5595b3,2025-07-07 05:40:25.249873,RELIANCE.BO,Buy,50,1431.3,-2646.98
U1015,792df237,2025-07-07 14:00:01.444805,RELIANCE.BO,Buy,10,1484.9,4874.93
U1016,9cc8a63a,2025-06-26 18:55:00.988229,INFY.BO,Buy,50,1570.1,4710.49
U1016,bc1b7587,2025-07-18 22:34:42.299229,SBIN.BO,Buy,10,805.4,2322.33
U1016,eebeb1af,2025-07-21 21:17:22.689621,INFY.BO,Buy,10,1627.5,2141.05
U1016,13f46351,2025-07-12 18:43:33.108837,TCS.BO,Buy,25,3503.36,4312.49
U1016,0009b5c8,2025-06-28 13:34:17.801755,SBIN.BO,Buy,25,791.75,4620.35
U1016,dafc11b1,2025-07-03 09:19:23.199741,TCS.BO,Sell,50,3370.86,-572.07
U1016,d1c1e3a4,2025-07-06 05:28:39.046653,INFY.BO,Sell,100,1615.0,1151.33
U1016,e1d95a53,2025-07-20 11:31:00.895732,RELIANCE.BO,Buy,100,1456.35,-4040.2
U1016,0a536fad,2025-07-03 07:46:24.536372,SBIN.BO,Buy,10,815.0,-2576.5
U1016,abddfddc,2025-07-11 03:17:47.419081,TCS.BO,Sell,100,3232.45,4158.15
U1017,dd9ca935,2025-07-12 17:48:13.847228,TCS.BO,Sell,25,3372.91,-4773.33
U1017,b1d5ec2b,2025-07-19 23:02:13.309430,TCS.BO,Sell,100,3431.51,3494.11
U1017,a04ed8cb,2025-07-03 00:42:45.316727,SBIN.BO,Sell,25,815.85,4166.0
U1017,3a425e22,2025-07-21 17:23:57.451140,SBIN.BO,Buy,10,806.95,1773.67
U1017,1ca12511,2025-07-14 17:47:49.513680,SBIN.BO,Sell,25,805.4,-3851.61
U1017,b885939d,2025-06-25 18:51:52.704548,ITC.BO,Sell,100,413.55,3725.2
U1017,03f8b2aa,2025-07-01 21:45:46.899808,SBIN.BO,Sell,10,805.4,2284.5
U1017,8dd5e776,2025-07-07 16:12:04.874925,INFY.BO,Buy,50,1608.15,179.55
U1017,47bf2161,2025-07-14 10:17:38.587724,SBIN.BO,Sell,10,812.8,903.49
U1017,19d5145e,2025-07-03 16:26:07.697277,TCS.BO,Sell,25,3400.41,-2606.39
U1017,a00623bb,2025-06-28 17:24:59.623107,RELIANCE.BO,Sell,100,1518.95,-2806.79
U1017,2f1c5989,2025-07-03 22:03:46.345987,TCS.BO,Sell,10,3449.35,4133.53
U1017,d7a9b77d,2025-07-08 14:23:00.396098,TCS.BO,Buy,100,3389.25,-4696.61
U1017,a724cfb3,2025-07-17 05:36:35.766011,SBIN.BO,Buy,25,807.1,-3000.55
U1017,4d60be0e,2025-07-06 03:40:42.538472,TCS.BO,Sell,10,3378.74,-3730.55
U1017,5deec123,2025-07-23 21:09:00.354651,SBIN.BO,Buy,100,815.0,2918.89
U1018,2184fa62,2025-07-22 01:34:58.703306,INFY.BO,Sell,50,1594.9,1160.37
U1018,b7cef8e7,2025-07-23 08:07:34.620222,INFY.BO,Sell,25,1570.45,-4743.38
U1018,e4636bf7,2025-06-27 10:12:01.086181,TCS.BO,Buy,10,3159.75,2298.83
U1018,85e874f2,2025-06-27 13:57:25.753156,INFY.BO,Sell,50,1633.9,3286.78
U1018,841f8f07,2025-07-18 16:01:00.250897,TCS.BO,Sell,25,3179.35,-2837.61
U1018,4e4bcc28,2025-07-05 00:20:35.878691,SBIN.BO,Buy,10,828.6,-3501.98
U1018,36ef73dd,2025-06-28 18:02:28.160484,TCS.BO,Buy,25,3370.86,-991.69
U1018,a72a27b5,2025-06-30 04:14:28.188443,INFY.BO,Sell,10,1615.0,345.87
U1018,9015ca5c,2025-06-25 15:52:39.285558,TCS.BO,Buy,100,3503.36,-3268.2
U1018,4331fb98,2025-07-09 11:04:50.232723,ITC.BO,Sell,25,422.65,1603.89
U1018,67dbec7c,2025-07-07 14:31:58.710290,INFY.BO,Sell,25,1609.9,3728.57
U1018,2f3138ac,2025-07-09 02:08:35.891817,RELIANCE.BO,Buy,25,1528.3,1490.35
U1018,e082614c,2025-06-27 06:09:49.296930,INFY.BO,Sell,10,1609.9,-1513.68
U1018,2db31bd2,2025-07-24 05:48:06.718752,RELIANCE.BO,Buy,10,1527.4,-1692.02
U1018,3e9c8164,2025-07-20 19:05:06.952667,SBIN.BO,Sell,50,816.75,-4850.79
U1018,f6e4fea9,2025-07-08 16:13:26.492703,TCS.BO,Sell,50,3370.86,2378.65
U1018,65e6e455,2025-07-22 07:21:25.425921,INFY.BO,Buy,100,1581.55,-4182.22
U1018,01991bfd,2025-07-10 13:59:13.570778,SBIN.BO,Sell,50,796.0,4305.17
U1018,53d759a7,2025-06-26 23:32:49.621117,RELIANCE.BO,Sell,100,1456.35,2815.05
U1018,4208ff88,2025-07-19 14:26:32.198285,SBIN.BO,Buy,50,831.55,3743.45
